Student_ID,Age,Gender,State,School_Type,Study_Hours_Per_Week,Attendance_Rate_Pct,Previous_Exam_Score_Pct,Mock_Exam_Score_Pct,Number_of_Subjects,Attends_Extra_Classes,Parental_Education_Level,Household_Income_Level,Distance_to_School_km,Has_Internet_Access,Has_Textbook_Access,WAEC_Pass_Likelihood_Pct,Predicted_Outcome
WAEC0409,19,Female,Benue,Private,10.1,89.9,86.2,70.7,9,Yes,Tertiary,Middle,2.5,No,Yes,93.2,Pass
WAEC0410,15,Female,Rivers,Public,13.2,82.2,42.3,34.4,8,Yes,Tertiary,Middle,3.9,No,Yes,17.7,Fail
WAEC0411,15,Male,Imo,Private,16.4,76.5,67.9,86.0,8,Yes,Primary,Low,2.6,No,Yes,40.5,Fail
WAEC0412,16,Female,Kaduna,Public,9.2,76.8,58.1,58.4,9,Yes,Secondary,Low,2.9,Yes,No,27.7,Fail
WAEC0413,16,Male,Rivers,Public,8.9,85.9,31.4,36.6,8,No,Secondary,High,4.7,Yes,Yes,18.9,Fail
WAEC0414,15,Male,Borno,Private,6.0,89.0,66.6,64.5,7,No,Tertiary,Middle,0.2,No,Yes,74.3,Pass
WAEC0415,15,Female,Rivers,Public,6.7,71.1,74.0,59.1,7,No,Tertiary,Low,1.6,Yes,No,80.4,Pass
WAEC0416,18,Female,Oyo,Public,2.9,82.4,42.1,54.5,7,No,Primary,Low,2.4,Yes,Yes,35.0,Fail
WAEC0417,19,Male,Kwara,Private,15.6,57.6,54.9,36.2,8,Yes,Primary,High,4.5,Yes,No,40.6,Fail
WAEC0418,15,Male,Ondo,Private,21.0,84.5,29.1,26.6,8,No,Secondary,Middle,2.4,No,No,6.8,Fail
WAEC0419,16,Male,Kano,Public,19.1,91.1,36.1,38.6,8,No,Tertiary,High,2.0,Yes,No,81.5,Pass
WAEC0420,17,Male,Plateau,Public,3.9,78.6,70.7,76.0,8,Yes,Tertiary,Middle,1.3,No,No,63.9,Pass
WAEC0421,19,Male,Imo,Private,15.6,100.0,48.0,43.7,9,No,Primary,Middle,3.0,No,Yes,7.6,Fail
WAEC0422,18,Male,Osun,Private,19.1,71.4,38.4,23.0,9,Yes,Secondary,Middle,0.8,No,Yes,71.5,Pass
WAEC0423,18,Female,Kano,Private,9.7,84.6,58.4,53.4,7,No,Primary,Low,0.3,No,No,41.6,Fail
WAEC0424,17,Female,Borno,Public,12.5,81.6,47.2,42.7,7,No,Secondary,Middle,8.9,Yes,No,1.3,Fail
WAEC0425,17,Female,Cross River,Private,2.0,80.8,47.9,43.2,7,No,Tertiary,Middle,3.8,No,Yes,23.9,Fail
WAEC0426,15,Male,Osun,Public,13.3,80.6,66.1,78.8,9,Yes,Secondary,Low,0.4,Yes,Yes,62.1,Pass
WAEC0427,19,Male,Anambra,Private,6.7,83.3,37.6,28.5,8,No,None,High,0.2,No,Yes,35.6,Fail
WAEC0428,19,Male,Katsina,Public,13.0,92.2,41.4,47.4,9,Yes,Secondary,Low,4.0,Yes,Yes,26.1,Fail
WAEC0429,15,Female,Cross River,Private,4.2,98.5,57.3,61.9,8,No,Secondary,Low,6.3,No,Yes,17.4,Fail
WAEC0430,18,Male,Kano,Public,14.7,82.0,69.5,82.1,8,Yes,Tertiary,Low,2.9,No,No,76.5,Pass
WAEC0431,15,Male,Katsina,Public,17.1,91.8,73.6,75.3,7,No,Secondary,High,0.2,Yes,No,58.6,Pass
WAEC0432,18,Male,Benue,Private,8.1,73.6,45.0,55.9,8,No,Tertiary,High,0.8,No,Yes,76.7,Pass
WAEC0433,19,Female,Delta,Public,6.3,91.2,69.1,70.4,7,Yes,Primary,Middle,0.2,Yes,Yes,34.4,Fail
WAEC0434,15,Male,Imo,Private,1.2,72.9,43.2,50.5,8,Yes,Primary,High,5.6,Yes,Yes,17.2,Fail
WAEC0435,17,Male,Anambra,Public,10.7,95.1,82.4,70.4,7,No,Secondary,High,0.6,Yes,Yes,91.0,Pass
WAEC0436,15,Female,Imo,Private,9.1,100.0,38.0,14.6,7,Yes,None,High,7.3,Yes,Yes,47.0,Fail
WAEC0437,17,Female,Borno,Public,4.2,80.5,74.9,81.7,7,Yes,Primary,High,5.3,No,Yes,82.9,Pass
WAEC0438,19,Male,Ondo,Public,14.3,55.7,45.2,52.5,9,Yes,Secondary,Low,2.4,No,Yes,13.0,Fail
WAEC0439,15,Male,Enugu,Public,9.8,75.4,85.2,93.0,9,Yes,Primary,Middle,2.3,Yes,Yes,53.9,Pass
WAEC0440,16,Female,Borno,Public,6.6,96.8,63.9,61.7,8,No,Primary,Middle,0.4,No,Yes,72.5,Pass
WAEC0441,19,Female,Ogun,Public,9.2,88.6,39.8,57.7,8,No,Primary,Middle,1.2,No,Yes,3.6,Fail
WAEC0442,16,Female,Plateau,Private,17.4,85.0,47.2,45.6,9,Yes,None,Low,0.4,No,Yes,63.8,Pass
WAEC0443,15,Male,Benue,Private,15.0,94.1,66.7,73.9,8,No,Tertiary,Middle,7.1,Yes,Yes,96.2,Pass
WAEC0444,17,Male,Edo,Private,11.3,87.8,70.8,79.7,8,Yes,Tertiary,High,2.6,No,Yes,97.5,Pass
WAEC0445,17,Female,Edo,Public,15.1,96.6,53.9,74.1,8,Yes,None,Low,0.3,Yes,Yes,21.5,Fail
WAEC0446,18,Male,Edo,Public,6.2,93.0,55.7,55.5,8,No,Tertiary,High,6.9,No,Yes,29.9,Fail
WAEC0447,16,Male,Ondo,Public,12.2,100.0,66.4,62.9,8,Yes,Tertiary,Low,0.3,No,Yes,64.6,Pass
WAEC0448,19,Female,Anambra,Private,12.7,86.3,57.0,45.0,9,No,Tertiary,Low,1.0,No,No,10.9,Fail
WAEC0449,17,Female,Kaduna,Private,9.7,92.9,35.6,54.1,8,No,Secondary,Low,7.3,Yes,Yes,12.3,Fail
WAEC0450,16,Male,Anambra,Public,14.2,78.3,42.8,50.0,8,No,Primary,Middle,3.8,Yes,Yes,37.7,Fail
WAEC0451,19,Female,Rivers,Private,8.1,74.8,58.5,66.0,7,No,Secondary,Middle,3.0,No,Yes,69.4,Pass
WAEC0452,19,Male,Anambra,Public,14.5,100.0,73.2,100.0,9,Yes,Tertiary,Low,8.1,Yes,No,47.5,Fail
WAEC0453,17,Female,Kano,Public,14.8,84.6,79.2,85.5,9,Yes,Tertiary,Middle,0.7,Yes,No,93.6,Pass
WAEC0454,15,Female,Oyo,Public,0.0,91.7,66.7,56.7,7,Yes,Secondary,Low,1.3,No,Yes,55.8,Pass
WAEC0455,17,Male,Plateau,Public,18.0,83.5,59.3,60.3,7,No,Primary,Middle,2.0,No,Yes,73.3,Pass
WAEC0456,17,Female,Oyo,Private,0.0,75.0,66.2,59.5,9,No,Tertiary,High,7.3,Yes,Yes,84.1,Pass
WAEC0457,15,Male,Abia,Private,8.9,82.1,45.0,44.0,7,Yes,Tertiary,Middle,0.5,Yes,Yes,93.3,Pass
WAEC0458,18,Female,Benue,Public,17.1,99.2,52.7,51.7,9,Yes,Secondary,Middle,6.3,No,Yes,72.1,Pass
WAEC0459,19,Male,Plateau,Public,10.4,88.7,42.6,39.7,9,Yes,Secondary,Middle,0.2,Yes,Yes,80.4,Pass
WAEC0460,15,Male,Ogun,Private,4.7,61.5,36.3,25.4,9,No,Secondary,High,1.2,Yes,No,6.6,Fail
WAEC0461,18,Female,Rivers,Private,6.5,79.4,60.0,78.9,7,No,Secondary,Low,1.0,Yes,No,37.1,Fail
WAEC0462,15,Female,Katsina,Private,17.1,100.0,57.8,63.8,8,No,Secondary,Low,2.5,Yes,Yes,60.9,Pass
WAEC0463,18,Male,Osun,Public,2.4,79.4,65.3,66.0,8,No,Tertiary,Low,2.2,No,No,17.9,Fail
WAEC0464,17,Female,Cross River,Private,17.6,60.4,63.2,73.8,9,Yes,Tertiary,Middle,15.8,Yes,Yes,86.6,Pass
WAEC0465,15,Female,Oyo,Public,11.7,100.0,58.6,66.3,7,No,Secondary,Middle,1.9,Yes,Yes,76.4,Pass
WAEC0466,19,Male,Lagos,Private,6.0,90.2,63.3,69.1,7,No,Secondary,Middle,4.0,Yes,No,68.4,Pass
WAEC0467,15,Female,Delta,Public,9.1,81.2,54.4,64.2,7,Yes,Secondary,Low,0.2,Yes,Yes,45.0,Fail
WAEC0468,17,Female,Rivers,Private,6.9,77.5,61.2,65.5,9,No,Primary,Low,5.8,Yes,Yes,14.1,Fail
WAEC0469,15,Male,Ondo,Public,16.3,95.0,44.1,53.8,9,Yes,Primary,Middle,2.2,No,Yes,73.2,Pass
WAEC0470,19,Male,Enugu,Public,15.7,75.5,60.5,71.0,7,No,None,High,1.9,No,Yes,37.4,Fail
WAEC0471,18,Female,Kaduna,Private,3.4,95.8,65.0,69.6,7,No,Secondary,Low,0.6,Yes,Yes,29.6,Fail
WAEC0472,19,Male,Borno,Private,10.0,88.5,45.0,45.8,7,No,Primary,Low,11.3,Yes,Yes,14.0,Fail
WAEC0473,17,Female,Osun,Public,7.7,84.9,55.8,74.1,9,No,Secondary,Low,3.9,Yes,Yes,5.5,Fail
WAEC0474,17,Female,Enugu,Private,18.5,83.7,45.6,43.8,8,Yes,Tertiary,Middle,1.3,Yes,Yes,84.6,Pass
WAEC0475,18,Male,Anambra,Private,5.2,79.9,47.1,54.0,7,No,Primary,Low,0.2,No,Yes,14.1,Fail
WAEC0476,18,Male,Imo,Public,20.0,94.5,38.1,45.2,7,No,Secondary,Low,7.1,Yes,No,8.1,Fail
WAEC0477,19,Female,Kwara,Public,11.8,71.6,74.0,70.9,8,No,Tertiary,Middle,3.8,No,Yes,90.1,Pass
WAEC0478,15,Male,Katsina,Public,6.2,62.5,71.0,65.9,8,No,Secondary,Low,2.1,No,Yes,6.3,Fail
WAEC0479,18,Male,Ondo,Private,8.6,89.4,63.1,62.6,7,Yes,Primary,Low,1.2,Yes,No,67.9,Pass
WAEC0480,15,Female,Borno,Public,8.0,89.6,84.6,82.7,9,No,Secondary,Low,5.2,No,No,86.4,Pass
WAEC0481,16,Female,Lagos,Public,5.6,87.8,52.2,40.6,8,No,Secondary,High,6.0,Yes,Yes,71.7,Pass
WAEC0482,19,Female,Enugu,Private,12.5,86.9,100.0,96.5,7,Yes,Secondary,Middle,2.1,Yes,No,93.2,Pass
WAEC0483,16,Female,Abia,Private,5.9,78.2,51.6,57.3,9,No,Primary,Low,3.3,No,No,3.1,Fail
WAEC0484,18,Female,Lagos,Private,1.1,91.4,58.8,74.5,9,No,Secondary,Low,13.3,Yes,Yes,10.4,Fail
WAEC0485,17,Male,Anambra,Private,10.1,81.5,49.0,57.5,7,No,Secondary,Middle,17.8,No,No,13.4,Fail
WAEC0486,16,Female,Rivers,Private,3.0,76.2,60.6,37.6,7,No,Primary,High,8.2,No,No,9.6,Fail
WAEC0487,16,Female,Katsina,Private,8.2,78.3,67.5,76.9,7,Yes,Secondary,Low,2.6,Yes,Yes,54.0,Pass
WAEC0488,17,Female,Oyo,Private,7.5,100.0,53.3,50.7,9,No,None,Low,0.5,No,Yes,13.0,Fail
WAEC0489,18,Female,Kano,Public,7.6,61.2,81.7,89.2,8,Yes,Secondary,Low,7.0,Yes,No,41.6,Fail
WAEC0490,18,Male,Rivers,Public,22.0,88.0,58.6,61.5,9,No,Tertiary,Middle,0.2,No,No,66.4,Pass
WAEC0491,19,Female,Kano,Public,12.3,61.9,59.1,60.2,8,No,Primary,High,1.5,Yes,Yes,11.2,Fail
WAEC0492,19,Male,Abia,Private,13.2,80.7,41.4,43.4,8,No,Secondary,Middle,0.2,Yes,No,22.6,Fail
WAEC0493,18,Female,Anambra,Public,3.1,76.8,61.3,64.1,8,No,Secondary,Low,4.4,Yes,No,14.3,Fail
WAEC0494,18,Male,Katsina,Public,8.7,57.0,53.0,69.4,9,No,Secondary,Middle,1.8,No,No,14.7,Fail
WAEC0495,16,Male,Kaduna,Public,13.1,86.7,45.9,48.7,8,No,Tertiary,Middle,3.2,Yes,No,85.2,Pass
WAEC0496,17,Male,Imo,Public,6.9,77.4,43.4,57.3,9,Yes,Secondary,Low,2.4,No,Yes,32.3,Fail
WAEC0497,15,Female,Kwara,Public,16.5,56.8,95.1,100.0,9,No,Primary,Low,3.3,Yes,Yes,10.0,Fail
WAEC0498,16,Female,Cross River,Private,6.0,92.1,51.0,60.7,9,No,Tertiary,Low,0.5,Yes,Yes,70.8,Pass
WAEC0499,19,Male,Benue,Private,10.6,99.2,33.1,18.2,9,Yes,Tertiary,Middle,0.4,Yes,Yes,85.0,Pass
WAEC0500,17,Male,Enugu,Public,9.1,99.9,44.5,58.7,8,No,Secondary,Middle,4.7,Yes,Yes,39.6,Fail
WAEC0501,15,Male,Imo,Public,12.8,86.3,54.2,52.6,7,No,None,Middle,2.2,No,No,2.6,Fail
WAEC0502,18,Male,Osun,Public,8.8,82.6,63.2,73.4,8,No,Primary,High,2.3,Yes,No,83.1,Pass
WAEC0503,19,Female,Ondo,Private,10.6,97.9,63.3,56.6,9,No,Secondary,Low,0.3,No,Yes,21.6,Fail
WAEC0504,19,Male,Cross River,Private,10.8,100.0,65.1,56.2,9,Yes,Primary,Low,3.7,No,No,59.9,Pass
WAEC0505,16,Male,Kwara,Public,8.3,95.6,45.3,68.1,8,No,Primary,Low,3.3,Yes,Yes,23.0,Fail
WAEC0506,17,Male,Ondo,Private,14.4,70.7,60.1,53.5,7,Yes,Tertiary,High,0.2,No,Yes,92.8,Pass
WAEC0507,17,Male,Cross River,Public,13.2,84.4,41.9,56.4,8,Yes,Primary,Middle,0.4,No,Yes,81.8,Pass
WAEC0508,16,Female,Katsina,Public,11.6,87.3,45.7,49.9,9,No,None,Low,3.1,No,Yes,12.0,Fail
WAEC0509,16,Female,Kano,Private,9.8,60.3,41.2,40.0,7,Yes,None,Low,0.3,Yes,Yes,10.4,Fail
WAEC0510,16,Male,Delta,Public,16.0,87.6,37.2,39.8,7,Yes,Secondary,Middle,1.2,No,No,65.2,Pass
WAEC0511,19,Female,Kano,Public,10.8,100.0,71.0,61.0,7,No,Secondary,Middle,0.5,No,Yes,38.5,Fail
WAEC0512,18,Male,Oyo,Public,10.5,89.7,65.3,68.2,9,Yes,Tertiary,Middle,2.7,Yes,Yes,86.1,Pass
WAEC0513,19,Male,Edo,Private,12.5,99.7,69.6,61.8,8,Yes,Primary,Low,2.8,No,Yes,23.9,Fail
WAEC0514,19,Male,Enugu,Private,20.5,84.2,55.6,54.6,7,Yes,Primary,High,3.4,Yes,Yes,52.4,Pass
WAEC0515,19,Male,Ogun,Private,5.3,81.1,66.7,79.0,7,No,Secondary,Middle,5.4,No,No,48.1,Fail
WAEC0516,15,Male,Ogun,Public,15.8,86.6,28.6,34.1,7,Yes,Secondary,Middle,1.9,No,No,35.0,Fail
WAEC0517,19,Female,Cross River,Public,2.5,72.2,67.9,56.1,8,No,Secondary,Middle,0.2,No,Yes,6.3,Fail
WAEC0518,15,Female,Katsina,Private,13.1,70.4,57.7,69.2,9,No,Tertiary,High,7.8,No,Yes,80.0,Pass
WAEC0519,17,Female,Osun,Public,19.9,97.2,64.4,67.3,8,Yes,Secondary,High,3.4,No,Yes,62.4,Pass
WAEC0520,17,Male,Anambra,Private,14.4,98.5,60.7,58.3,9,No,Secondary,Middle,1.9,No,Yes,90.3,Pass
WAEC0521,16,Male,Delta,Private,12.9,70.1,40.2,50.7,9,Yes,Tertiary,Middle,3.4,Yes,Yes,66.0,Pass
WAEC0522,15,Male,Benue,Public,9.2,93.6,32.5,33.8,9,No,None,Low,1.0,Yes,Yes,1.7,Fail
WAEC0523,15,Male,Kano,Private,12.2,81.0,44.3,35.6,7,Yes,Tertiary,High,1.7,Yes,Yes,85.0,Pass
WAEC0524,19,Male,Imo,Public,10.7,86.1,63.5,85.0,9,No,Secondary,Middle,4.8,Yes,Yes,32.4,Fail
WAEC0525,16,Female,Ogun,Public,8.1,87.5,65.4,68.2,7,Yes,Secondary,Low,4.0,No,Yes,79.8,Pass
WAEC0526,16,Female,Rivers,Public,10.6,93.9,34.5,36.7,8,No,Tertiary,Low,11.3,No,Yes,13.5,Fail
WAEC0527,19,Female,Cross River,Public,13.0,83.0,40.3,39.2,9,Yes,Secondary,High,1.4,Yes,Yes,57.3,Pass
WAEC0528,15,Female,Delta,Private,8.2,98.9,44.2,59.0,7,No,Secondary,High,3.4,Yes,Yes,82.6,Pass
WAEC0529,19,Female,Rivers,Private,8.0,85.7,49.6,47.4,7,Yes,Primary,High,2.8,No,Yes,30.1,Fail
WAEC0530,19,Female,Kwara,Private,5.2,89.5,34.6,22.2,7,Yes,Secondary,Middle,0.2,Yes,Yes,22.9,Fail
WAEC0531,17,Male,Rivers,Private,14.0,72.0,33.7,29.9,7,Yes,Secondary,Middle,1.2,No,Yes,59.4,Pass
WAEC0532,15,Female,Kwara,Public,14.7,100.0,42.7,59.0,8,No,Primary,High,11.9,No,No,5.1,Fail
WAEC0533,15,Female,Rivers,Public,13.2,87.6,56.3,67.6,9,No,Tertiary,Low,2.0,Yes,No,13.6,Fail
WAEC0534,16,Female,Ogun,Private,16.8,90.6,37.3,37.7,7,No,Secondary,Low,0.4,Yes,Yes,62.2,Pass
WAEC0535,17,Female,Osun,Private,12.4,62.7,53.3,70.0,8,No,Secondary,High,2.6,Yes,No,69.2,Pass
WAEC0536,15,Male,Enugu,Public,14.0,72.1,70.9,81.4,9,No,None,Low,5.4,Yes,No,2.9,Fail
WAEC0537,17,Female,Benue,Public,13.5,96.9,35.5,35.8,9,Yes,Secondary,Middle,8.1,Yes,Yes,29.3,Fail
WAEC0538,15,Male,Plateau,Public,11.5,85.4,51.9,53.2,7,No,None,Middle,4.2,Yes,Yes,7.3,Fail
WAEC0539,17,Female,Katsina,Public,9.3,59.0,70.4,76.7,8,No,None,Middle,1.3,Yes,Yes,73.8,Pass
WAEC0540,15,Female,Rivers,Private,23.1,94.5,48.7,43.4,7,No,Secondary,Low,4.5,Yes,Yes,73.4,Pass
WAEC0541,18,Female,Plateau,Public,9.7,75.5,46.4,49.4,7,No,None,Middle,4.1,Yes,No,5.2,Fail
WAEC0542,15,Male,Katsina,Private,8.7,98.9,72.5,78.6,7,No,Primary,Low,10.2,No,Yes,52.8,Pass
WAEC0543,15,Female,Benue,Private,14.2,80.9,50.4,36.5,8,No,Secondary,High,4.0,Yes,Yes,23.6,Fail
WAEC0544,15,Female,Rivers,Private,13.3,84.5,71.6,72.7,7,No,Secondary,Low,2.7,No,Yes,33.8,Fail
WAEC0545,19,Male,Osun,Public,5.0,96.1,61.4,61.4,7,Yes,Tertiary,Middle,0.8,Yes,Yes,83.4,Pass
WAEC0546,15,Male,Kano,Public,17.6,71.2,49.9,63.2,7,No,Tertiary,Middle,3.1,Yes,Yes,67.6,Pass
WAEC0547,17,Female,Abia,Private,11.5,70.1,62.2,46.8,8,No,Secondary,Low,1.2,Yes,Yes,38.4,Fail
WAEC0548,17,Female,Edo,Private,6.4,79.6,59.8,59.0,8,No,Tertiary,Low,0.6,No,Yes,55.8,Pass
WAEC0549,17,Female,Imo,Public,17.9,91.9,70.3,68.5,8,No,Tertiary,Middle,9.3,Yes,No,62.0,Pass
WAEC0550,18,Female,Imo,Private,15.1,66.0,46.8,59.4,7,Yes,Secondary,Low,1.8,Yes,Yes,51.2,Pass
WAEC0551,19,Male,Lagos,Public,5.7,62.0,55.6,58.2,8,Yes,Tertiary,Low,6.5,Yes,Yes,33.0,Fail
WAEC0552,16,Female,Imo,Private,20.9,91.9,54.1,75.1,8,Yes,Primary,Middle,6.0,No,No,45.8,Fail
WAEC0553,19,Male,Katsina,Public,15.3,74.8,65.6,75.2,7,No,Secondary,High,1.8,Yes,Yes,73.3,Pass
WAEC0554,16,Female,Ogun,Public,11.9,77.3,39.6,38.5,9,Yes,Secondary,Middle,1.6,Yes,Yes,59.5,Pass
WAEC0555,19,Male,Kaduna,Public,20.0,59.7,70.3,75.7,9,No,None,Low,4.7,No,No,9.0,Fail
WAEC0556,17,Female,Borno,Public,12.8,73.9,62.0,61.5,8,No,Primary,High,0.2,Yes,Yes,16.9,Fail
WAEC0557,18,Male,Oyo,Public,11.9,81.9,35.2,46.8,8,No,Tertiary,Middle,5.2,Yes,Yes,15.7,Fail
WAEC0558,19,Female,Edo,Public,8.7,93.2,73.1,62.8,9,Yes,Secondary,Middle,1.1,No,Yes,80.5,Pass
WAEC0559,18,Male,Imo,Public,14.9,72.7,88.5,83.3,8,No,Primary,Middle,0.8,Yes,Yes,89.9,Pass
WAEC0560,19,Male,Edo,Private,14.4,100.0,70.0,77.6,8,Yes,Primary,Low,1.0,Yes,Yes,79.9,Pass
WAEC0561,17,Female,Katsina,Public,12.1,73.8,76.4,91.7,8,No,Secondary,Low,7.4,Yes,Yes,32.3,Fail
WAEC0562,15,Male,Ogun,Private,8.1,73.8,56.3,37.3,7,Yes,Tertiary,Middle,8.8,Yes,Yes,77.1,Pass
WAEC0563,17,Female,Borno,Private,12.6,100.0,30.1,46.8,9,Yes,Tertiary,Low,1.8,No,Yes,26.5,Fail
WAEC0564,15,Female,Oyo,Public,11.7,84.5,27.3,28.9,7,Yes,Secondary,Middle,4.2,No,Yes,65.0,Pass
WAEC0565,19,Female,Plateau,Public,5.3,75.4,58.8,43.0,7,No,Primary,Low,22.0,No,Yes,4.3,Fail
WAEC0566,16,Male,Abia,Private,4.6,80.1,46.1,19.1,9,Yes,None,Low,0.7,Yes,Yes,9.5,Fail
WAEC0567,16,Male,Enugu,Private,14.8,98.2,41.3,29.0,8,No,Secondary,Low,3.1,No,No,15.7,Fail
WAEC0568,16,Male,Enugu,Public,0.0,99.6,54.1,56.9,8,No,Tertiary,Middle,0.9,No,Yes,33.6,Fail
WAEC0569,18,Female,Plateau,Private,13.0,72.2,64.2,66.5,7,No,Tertiary,Middle,10.8,Yes,Yes,91.5,Pass
WAEC0570,17,Female,Cross River,Public,9.6,81.5,33.2,42.5,7,Yes,Secondary,Low,0.3,No,Yes,18.7,Fail
WAEC0571,19,Female,Cross River,Public,18.5,83.1,48.3,45.8,9,Yes,Secondary,Low,0.2,No,Yes,42.3,Fail
WAEC0572,17,Female,Oyo,Private,9.5,70.2,77.6,69.5,8,Yes,Secondary,Low,2.0,No,Yes,79.6,Pass
WAEC0573,16,Male,Abia,Public,15.3,81.3,38.9,37.8,7,Yes,Secondary,High,0.4,Yes,No,29.2,Fail
WAEC0574,15,Male,Borno,Private,10.0,82.1,68.0,71.3,9,No,Secondary,Low,1.5,Yes,Yes,63.9,Pass
WAEC0575,15,Male,Lagos,Public,12.6,95.7,47.7,53.0,8,Yes,Secondary,Middle,6.4,No,Yes,59.6,Pass
WAEC0576,16,Male,Edo,Private,15.7,96.5,63.2,58.3,9,Yes,Secondary,Low,1.6,No,Yes,27.1,Fail
WAEC0577,19,Male,Edo,Public,9.7,78.0,71.5,83.5,8,Yes,Tertiary,Low,0.2,Yes,No,72.8,Pass
WAEC0578,17,Male,Ondo,Public,17.0,79.4,66.1,62.9,8,No,Secondary,Middle,13.5,Yes,Yes,41.7,Fail
WAEC0579,19,Male,Kaduna,Public,7.0,90.0,68.6,62.9,9,Yes,None,Middle,0.6,No,Yes,44.9,Fail
WAEC0580,15,Male,Edo,Public,13.5,75.0,37.7,35.3,9,No,Primary,Low,3.0,Yes,No,5.6,Fail
WAEC0581,15,Female,Plateau,Private,16.6,89.1,71.7,85.4,7,Yes,Secondary,High,3.0,Yes,No,93.2,Pass
WAEC0582,19,Female,Oyo,Public,15.3,80.9,42.2,43.9,9,No,Secondary,Low,1.8,No,Yes,47.6,Fail
WAEC0583,15,Female,Osun,Public,21.6,70.4,58.9,55.0,9,No,Secondary,Low,0.2,Yes,No,7.1,Fail
WAEC0584,15,Male,Osun,Public,8.2,70.5,58.9,71.2,8,Yes,Tertiary,Low,2.3,Yes,No,37.1,Fail
WAEC0585,17,Male,Plateau,Public,5.1,99.4,62.3,86.7,7,Yes,Primary,Middle,1.2,Yes,Yes,83.7,Pass
WAEC0586,19,Male,Cross River,Private,7.0,80.1,60.1,65.2,7,Yes,Secondary,Middle,4.4,No,No,72.1,Pass
WAEC0587,18,Male,Plateau,Public,15.3,100.0,42.3,57.6,7,Yes,Tertiary,Low,0.2,Yes,Yes,77.2,Pass
WAEC0588,15,Female,Benue,Private,14.5,75.8,34.8,48.2,7,Yes,Secondary,High,5.3,No,Yes,97.8,Pass
WAEC0589,19,Female,Katsina,Public,12.5,85.5,68.1,65.0,9,No,Secondary,Middle,4.2,No,Yes,64.3,Pass
WAEC0590,19,Male,Ogun,Private,6.4,100.0,57.8,61.1,9,No,Primary,High,4.3,No,No,73.0,Pass
WAEC0591,19,Male,Edo,Public,15.8,69.3,72.2,62.4,8,Yes,Secondary,High,4.3,Yes,Yes,71.5,Pass
WAEC0592,19,Male,Cross River,Public,5.9,59.2,54.3,55.3,8,No,Tertiary,High,10.7,Yes,Yes,17.1,Fail
WAEC0593,16,Male,Rivers,Private,17.8,97.4,33.9,30.6,9,Yes,Tertiary,Middle,0.4,Yes,Yes,74.9,Pass
WAEC0594,19,Female,Ondo,Private,26.3,72.1,69.5,68.5,8,No,Secondary,Low,0.3,No,Yes,75.7,Pass
WAEC0595,16,Female,Benue,Private,13.8,81.8,49.4,44.9,8,Yes,Primary,Middle,0.3,No,No,53.3,Pass
WAEC0596,19,Female,Cross River,Public,14.9,75.0,60.1,60.2,8,No,Secondary,Middle,2.9,No,No,37.6,Fail
WAEC0597,17,Female,Delta,Public,9.5,85.2,45.3,53.6,7,No,Tertiary,Middle,0.4,Yes,Yes,46.2,Fail
WAEC0598,18,Female,Delta,Private,2.9,70.6,79.7,81.5,7,Yes,Secondary,Middle,2.9,Yes,No,69.4,Pass
WAEC0599,18,Female,Ogun,Public,9.0,79.8,41.9,26.3,8,Yes,Tertiary,Low,3.2,No,No,15.9,Fail
WAEC0600,18,Female,Kwara,Private,6.5,87.4,49.9,45.4,9,Yes,None,High,0.4,Yes,Yes,77.2,Pass
